TPC_res,TPC_res_err,EPD_res,EPD_res_err
0.0953384,0.000686697,0.0261002,0.00241187
0.137341,0.000452412,0.0264079,0.00230735
0.206581,0.000286281,0.0376723,0.00155771
0.285448,0.00020253,0.057683,0.00100212
0.35289,0.000162088,0.0808319,0.000713663
0.387942,0.000146008,0.0982178,0.000585367
0.367576,0.000156372,0.100528,0.00057873
0.294256,0.000280466,0.0789373,0.00105028
0.199431,0.000424355,0.0425666,0.0019894
