TPC_res,TPC_res_err,EPD_res,EPD_res_err
0.0779833,0.00110479,0.0480848,0.00163263
0.0980324,0.000733059,0.0449051,0.0015444
0.146406,0.000478285,0.0530912,0.00129795
0.210211,0.000326528,0.0678925,0.00100363
0.267558,0.000257494,0.0858262,0.000802067
0.300999,0.000226075,0.104092,0.000655947
0.288654,0.00023797,0.106162,0.000649391
0.230556,0.000433648,0.0828916,0.00120749
0.153533,0.000663751,0.0480741,0.00211973
