TPC_res,TPC_res_err,EPD_res,EPD_res_err
0.0670269,0.0019333,0.0398846,0.00278281
0.0806468,0.00121609,0.0545583,0.00165539
0.117504,0.0007995,0.0563893,0.0015815
0.169432,0.000523456,0.0715105,0.00119643
0.223575,0.000392118,0.0884962,0.000965508
0.255687,0.000339295,0.104645,0.000813882
0.24642,0.000359623,0.105899,0.00082479
0.192437,0.000647531,0.0832148,0.00147767
0.109154,0.00114533,0.0451377,0.00273872
