TPC_res,TPC_res_err,EPD_res,EPD_res_err
0.0933056,0.000558554,-nan,-nan
0.13476,0.000365617,-nan,-nan
0.198885,0.000241033,-nan,-nan
0.273796,0.000168972,-nan,-nan
0.336654,0.00013691,0.0366917,0.0012663
0.367925,0.000122973,0.0658519,0.000696033
0.344894,0.000134485,0.072411,0.000647104
0.270906,0.000244615,0.0589027,0.00112931
0.17682,0.000375052,0.026662,0.00248875
